villageCode,villageName,parishCode
051-128-10-15-14,MAREMURE,051-128-10-15
051-128-10-15-15,MASABA,051-128-10-15
051-128-10-15-17,MASEMWA,051-128-10-15
051-128-10-15-18,NALUGUGU,051-128-10-15
051-128-10-15-19,NALUSALO,051-128-10-15
051-128-10-15-20,NANDAGO,051-128-10-15
051-128-10-15-21,DUBANA,051-128-10-15
051-128-10-15-23,BUSIANGO,051-128-10-15
051-128-10-15-25,KIBAYA,051-128-10-15
051-128-10-15-27,KIKUWA,051-128-10-15
051-128-10-15-29,MBALA,051-128-10-15
051-128-10-15-31,NALUGUGU T.C,051-128-10-15
051-128-10-15-33,NAZWAZWA,051-128-10-15
051-128-10-15-35,SEBELE,051-128-10-15
051-128-10-43-01,BUKIENDE,051-128-10-43
051-128-10-43-03,BUMULAHA,051-128-10-43
051-128-10-43-06,DORCAS,051-128-10-43
051-128-10-43-07,NAMIREMBE,051-128-10-43
051-128-10-43-08,NABIRENDE,051-128-10-43
051-128-10-43-09,NAMWOMBE,051-128-10-43
051-128-10-43-10,NSAMBYA,051-128-10-43
051-128-10-46-01,BUKIRINDYA,051-128-10-46
051-128-10-46-04,BUMAGABA,051-128-10-46
051-128-10-46-05,BUNAGUDI,051-128-10-46
051-128-10-46-10,GILAMIKO,051-128-10-46
051-128-10-46-11,GANGALI,051-128-10-46
051-128-10-46-12,SIIMI,051-128-10-46
051-128-10-46-13,WASHONGO,051-128-10-46
051-128-10-46-14,ZEBUGYIRA,051-128-10-46
051-128-10-46-15,ZEMUGOGONI,051-128-10-46
051-128-10-46-19,SAALO,051-128-10-46
051-128-10-59-07,BUSATE,051-128-10-59
051-128-10-59-08,GAMANGO,051-128-10-59
051-128-10-59-11,KIKONGE,051-128-10-59
051-128-10-59-13,KITYALE,051-128-10-59
051-128-10-59-14,MAYAAMA,051-128-10-59
051-128-10-59-15,MAYENZE,051-128-10-59
051-128-10-59-16,MIYEMBE,051-128-10-59
051-128-10-59-18,NASULULU,051-128-10-59
051-128-10-59-20,SALALIRA,051-128-10-59
051-128-10-59-22,WESEKESE,051-128-10-59
051-128-10-59-23,GADIGADI,051-128-10-59
051-128-10-59-24,GEZAKO,051-128-10-59
051-128-10-59-25,GIBUNI,051-128-10-59
051-128-10-59-26,KIJEWA,051-128-10-59
051-128-10-59-27,KIKUYU,051-128-10-59
051-128-10-59-28,KITWE,051-128-10-59
051-128-10-59-29,MAKYELE,051-128-10-59
051-128-10-59-30,MIVULE,051-128-10-59
051-128-10-59-31,MUTUKULA,051-128-10-59
051-128-10-59-32,WANZOFU,051-128-10-59
051-128-10-60-02,BULUSAMBU,051-128-10-60
051-128-10-60-04,BUNAMBUTYE,051-128-10-60
051-128-10-60-05,BUSIU,051-128-10-60
051-128-10-60-06,BUWABUYI,051-128-10-60
051-128-10-60-07,ELGON,051-128-10-60
051-128-10-60-08,FENE,051-128-10-60
051-128-10-60-09,LUBEMBE,051-128-10-60
051-128-10-60-10,MASOLA,051-128-10-60
051-128-10-60-11,NABIYILI,051-128-10-60
051-128-10-60-12,NAMASHELE,051-128-10-60
051-128-10-60-13,NDIBA,051-128-10-60
051-128-10-60-14,WANALE,051-128-10-60
051-128-10-67-01,KILULU VIEW,051-128-10-67
051-128-10-67-02,KYEDI,051-128-10-67
051-128-10-67-03,BULUBA,051-128-10-67
051-128-10-67-04,BUGOBERO,051-128-10-67
051-128-10-67-05,SHITENDE,051-128-10-67
051-128-10-67-06,BUWOSUDA,051-128-10-67
051-128-10-67-09,GABASWELE,051-128-10-67
051-128-10-67-10,BUSUKUYA,051-128-10-67
051-128-10-67-11,KABULI,051-128-10-67
051-128-10-67-12,KILULU,051-128-10-67
051-128-10-67-13,MADUWA,051-128-10-67
051-128-10-67-14,MALUKU,051-128-10-67
051-128-10-67-15,NABAJENI,051-128-10-67
051-128-10-67-16,MASABASI,051-128-10-67
051-128-10-67-22,WELETA,051-128-10-67
051-128-11-12-01,BUNAMBOZO,051-128-11-12
051-128-11-12-02,BUNGOOLO,051-128-11-12
051-128-11-12-03,KIBEZU,051-128-11-12
051-128-11-12-04,LUGULU,051-128-11-12
051-128-11-12-05,MUSHEMBE,051-128-11-12
051-128-11-12-06,SUGUTA,051-128-11-12
051-128-11-34-01,BUKAMA,051-128-11-34
051-128-11-34-02,DAALO,051-128-11-34
051-128-11-34-03,BUSIRIMA,051-128-11-34
051-128-11-34-04,MATOKO,051-128-11-34
051-128-11-49-01,KYUKYU,051-128-11-49
051-128-11-49-02,BUNAWODYA,051-128-11-49
051-128-11-49-03,BUZIBIDI,051-128-11-49
051-128-11-49-04,NABINI,051-128-11-49
051-128-11-49-05,NABIDIDI,051-128-11-49
051-128-11-49-06,NAKIGUNGA,051-128-11-49
051-128-11-55-01,KIBEMBE,051-128-11-55
051-128-11-55-02,BUNANDUDU,051-128-11-55
051-128-11-55-03,MUYEMBE,051-128-11-55
051-128-11-55-04,MABALE,051-128-11-55
051-128-12-04-03,KYIFULO,051-128-12-04
051-128-12-04-05,MAWO,051-128-12-04
051-128-12-04-09,ZEHUGU,051-128-12-04
051-128-12-04-10,GAMALONGO,051-128-12-04
051-128-12-04-12,KALITUSI,051-128-12-04
051-128-12-04-13,KIGOMU T.C,051-128-12-04
051-128-12-23-01,CATHEDRAL,051-128-12-23
051-128-12-23-02,KIGONGO,051-128-12-23
051-128-12-23-03,MUSENE,051-128-12-23
051-128-12-23-04,LUGONGO,051-128-12-23
051-128-12-23-05,MAKUTANO T/C,051-128-12-23
051-128-12-23-06,WOBULO,051-128-12-23
051-128-12-87-01,BUMUDOMA,051-128-12-87
051-128-12-87-02,KISINYO,051-128-12-87
051-128-12-87-04,LUKAYI,051-128-12-87
051-128-12-87-06,NAMAKOLO,051-128-12-87
051-128-12-87-11,GANGADYANI,051-128-12-87
051-128-12-87-14,KIKUYU,051-128-12-87
051-128-12-87-17,MAGIKIRI,051-128-12-87
051-128-12-87-20,ZESOBENI,051-128-12-87
051-128-12-88-07,NAMBALENZE,051-128-12-88
051-128-12-88-08,SUGUTA,051-128-12-88
051-128-12-88-15,KITUTI,051-128-12-88
051-128-12-88-16,KIZINGA,051-128-12-88
051-128-12-88-18,MANIAKU,051-128-12-88
051-128-12-88-19,STORE T.C,051-128-12-88
051-128-12-89-01,MALUDYE,051-128-12-89
051-128-12-89-02,NALUTASO,051-128-12-89
051-128-12-89-03,NASUSI,051-128-12-89
051-128-12-89-04,WOJAMBUKA,051-128-12-89
051-128-12-89-05,NAMULANDA,051-128-12-89
051-128-13-05-01,DUBBIKI,051-128-13-05
051-128-13-05-02,KISALI,051-128-13-05
051-128-13-05-03,BUNABUGU,051-128-13-05
051-128-13-05-05,NABIDOKO,051-128-13-05
051-128-13-05-06,NAYINYINYA,051-128-13-05
051-128-13-27-01,BUBBI,051-128-13-27
051-128-13-27-03,BUNABENDE,051-128-13-27
051-128-13-27-05,NABUKALU,051-128-13-27
051-128-13-27-07,NAPUMBIRA,051-128-13-27
051-128-13-27-08,NASEKYE,051-128-13-27
051-128-13-27-09,BUKYAPE,051-128-13-27
051-128-13-27-10,GOGOKYI,051-128-13-27
051-128-13-27-11,KONJE,051-128-13-27
051-128-13-27-12,LULEMBE,051-128-13-27
051-128-13-27-13,NAKI TEMBWE,051-128-13-27
051-128-13-27-14,SUGUTA,051-128-13-27
051-128-13-27-15,TULUTULU,051-128-13-27
051-128-13-28-11,BUSIGENDE,051-128-13-28
051-128-13-28-12,BUWOLIWA,051-128-13-28
051-128-13-28-13,KIDUMI,051-128-13-28
051-128-13-28-15,MAHAPA TRADING CENTRE,051-128-13-28
051-128-13-28-16,NABINI,051-128-13-28
051-128-13-28-17,BUGILOGI,051-128-13-28
051-128-13-28-18,DIBBU,051-128-13-28
051-128-13-28-19,GOMBE,051-128-13-28
051-128-13-28-20,KIWONGO,051-128-13-28
051-128-13-28-21,KUSSI,051-128-13-28
051-128-13-28-22,LUBBIDYO,051-128-13-28
051-128-13-28-23,NAMBALENZE,051-128-13-28
051-128-13-45-01,BUMASSA,051-128-13-45
051-128-13-45-02,BUNAMBOBI,051-128-13-45
051-128-13-45-03,KISANJA,051-128-13-45
051-128-13-45-04,BUNAKANI,051-128-13-45
051-128-13-45-05,WALANGA,051-128-13-45
051-128-13-48-02,BUMADYEMU,051-128-13-48
051-128-13-48-04,MAYIYI,051-128-13-48
051-128-13-48-06,NAMABUNGU,051-128-13-48
051-128-13-48-07,KOLOLO,051-128-13-48
051-128-13-48-08,MATATI,051-128-13-48
051-128-13-48-09,NANGONGO,051-128-13-48
051-128-13-68-01,BUNANZOFU,051-128-13-68
051-128-13-68-02,NAMAWUPU,051-128-13-68
051-128-13-68-03,NAMILUGA,051-128-13-68
051-128-13-68-10,BUFUPA,051-128-13-68
051-128-13-68-14,KIRALI,051-128-13-68
051-128-14-08-01,BUMASOLA B,051-128-14-08
051-128-14-08-02,BUNASEKE B,051-128-14-08
051-128-14-08-03,BUMASOLA A,051-128-14-08
051-128-14-08-04,BUMAYOSI,051-128-14-08
051-128-14-08-06,BUNASEKE A,051-128-14-08
051-128-14-08-07,DUNGA,051-128-14-08
051-128-14-08-08,MUKYENDE,051-128-14-08
051-128-14-08-09,NAMEZI,051-128-14-08
051-128-14-08-10,NAZZWAZWA,051-128-14-08
051-128-14-09-01,BUGIMWERA,051-128-14-09
051-128-14-09-02,BUKIYEYI,051-128-14-09
051-128-14-09-06,LUMBENYA,051-128-14-09
051-128-14-09-07,NAMUSELELE LOWER,051-128-14-09
051-128-14-09-08,NAMUSELELE UPPER,051-128-14-09
051-128-14-09-09,BOOBA,051-128-14-09
051-128-14-09-10,BUKIZUNI,051-128-14-09
051-128-14-09-12,KIMULI,051-128-14-09
051-128-14-09-13,LUGOOLI,051-128-14-09
051-128-14-09-14,LUNGUGO,051-128-14-09
051-128-14-09-16,NAMUSELE CENTRE,051-128-14-09
051-128-14-09-17,ZEBUSIRO,051-128-14-09
051-128-14-33-01,BUMAGUZE LOWER,051-128-14-33
051-128-14-33-02,BUMAGUZE UPPER,051-128-14-33
051-128-14-33-06,NABIGWA,051-128-14-33
051-128-14-33-07,NAMONYE,051-128-14-33
051-128-14-33-09,DIDYUSI,051-128-14-33
051-128-14-33-11,JEWA MAKYELE,051-128-14-33
051-128-14-33-12,KINDADI,051-128-14-33
051-128-14-33-14,NAKUBA,051-128-14-33
051-128-14-33-15,NAMONYE EAST,051-128-14-33
051-128-14-33-16,PONDO,051-128-14-33
051-128-14-50-01,BUKAHEMBA LOWER,051-128-14-50
051-128-14-50-02,BUKAHEMBA UPPER,051-128-14-50
051-128-14-50-03,BUMUHUNE,051-128-14-50
051-128-14-50-04,BUNAKYE,051-128-14-50
051-128-14-50-05,NANJEZO,051-128-14-50
051-128-14-50-06,NAMULOWA,051-128-14-50
051-128-14-50-07,TUMBI,051-128-14-50
051-128-14-50-08,KISIIPA,051-128-14-50
051-128-14-50-09,YUMBI,051-128-14-50
051-128-14-51-02,MADINYA,051-128-14-51
051-128-14-51-05,NAKANGA,051-128-14-51
051-128-14-51-06,NAKISINDI,051-128-14-51
051-128-14-51-09,ZANZASI,051-128-14-51
051-128-14-77-03,BUNAMUDULO,051-128-14-77
051-128-14-77-08,BUNAMUDULO LOWER,051-128-14-77
051-128-14-77-10,DONYI,051-128-14-77
051-128-14-77-17,TORORO,051-128-14-77
051-128-14-78-04,BUWODERO LOWER,051-128-14-78
051-128-14-78-05,BUWODERO UPPER,051-128-14-78
051-128-14-78-13,KISIKA,051-128-14-78
051-128-14-78-18,NABUNYIFU,051-128-14-78
051-128-14-79-01,KIBIMBO,051-128-14-79
051-128-14-79-03,GABENDE,051-128-14-79
051-128-14-79-04,GABAYI,051-128-14-79
051-128-14-79-07,WADWESU,051-128-14-79
051-128-14-80-05,GIBUMBUNI,051-128-14-80
051-128-14-80-11,GIMBUBUNI LOWER,051-128-14-80
051-128-14-80-15,MABONO,051-128-14-80
051-128-15-17-04,LUBIDYO,051-128-15-17
051-128-15-17-06,NALOOKO,051-128-15-17
051-128-15-17-08,NYUNZA,051-128-15-17
051-128-15-17-09,DOKOLI,051-128-15-17
051-128-15-17-11,KIYEMBE T.C,051-128-15-17
051-128-15-17-12,LUBONDO,051-128-15-17
051-128-15-17-13,MAGWEGWE,051-128-15-17
051-128-15-17-14,MALUKU,051-128-15-17
051-128-15-17-18,NAMANJE,051-128-15-17
051-128-15-82-01,BUMALUDYE,051-128-15-82
051-128-15-82-17,NAKWARE,051-128-15-82
051-128-15-83-02,BUWAGAMA,051-128-15-83
051-128-15-83-07,NALOOSI,051-128-15-83
051-128-15-83-15,NAFUUTO,051-128-15-83
051-128-15-83-16,NAKUBA,051-128-15-83
051-128-15-83-20,SUGUTA,051-128-15-83
051-128-15-84-03,KIGUNYUNYU,051-128-15-84
051-128-15-84-21,GOMBE,051-128-15-84
051-128-15-84-22,NADONZA,051-128-15-84
051-128-15-85-03,MADODO,051-128-15-85
051-128-15-85-09,KYITA,051-128-15-85
051-128-15-85-13,NATANYO,051-128-15-85
051-128-15-86-05,NAKIDOWA,051-128-15-86
051-128-15-86-10,KIBIRA,051-128-15-86
051-128-15-86-19,SAMBUKO,051-128-15-86
051-128-16-02-03,BUWOMALA,051-128-16-02
051-128-16-02-07,SEBELE,051-128-16-02
051-128-16-02-08,GOBOYA,051-128-16-02
051-128-16-02-11,KIBEYE,051-128-16-02
051-128-16-02-12,MIWU,051-128-16-02
051-128-16-02-19,KOOTE,051-128-16-02
051-128-16-02-32,SOBBO,051-128-16-02
051-128-16-66-15,KIKOLO,051-128-16-66
051-128-16-66-26,NAGUDI,051-128-16-66
051-128-16-66-31,GIMBILI,051-128-16-66
051-128-16-66-33,MANI,051-128-16-66
051-128-16-90-04,KIDEGA,051-128-16-90
051-128-16-90-13,KIGOMU,051-128-16-90
051-128-16-90-14,NAMAWUGUTU,051-128-16-90
051-128-16-90-15,NENYINYA,051-128-16-90
051-128-16-90-27,NAKITALI,051-128-16-90
051-128-16-90-33,ZEDEGA,051-128-16-90
051-128-16-91-01,GOMBE,051-128-16-91
051-128-16-91-10,KIBANDA,051-128-16-91
051-128-16-91-29,NAMASIYA,051-128-16-91
051-128-16-91-30,BUWODULO,051-128-16-91
051-128-16-91-32,KIGUNYUNYU,051-128-16-91
051-128-17-16-04,KIBILA,051-128-17-16
051-128-17-16-08,KIMULI,051-128-17-16
051-128-17-16-10,MAKUTANO,051-128-17-16
051-128-17-16-11,MAKUYU,051-128-17-16
051-128-17-16-12,MASOOLA,051-128-17-16
051-128-17-16-13,MISABASI,051-128-17-16
051-128-17-16-14,NAGABITA,051-128-17-16
051-128-17-16-20,RIVER SIMU,051-128-17-16
051-128-17-16-21,SIMU,051-128-17-16
051-128-17-16-22,DODO,051-128-17-16
051-128-17-16-23,MALUKU,051-128-17-16
051-128-17-16-24,POKEDO,051-128-17-16
051-128-17-16-25,PONDO,051-128-17-16
051-128-17-65-03,GONDYO,051-128-17-65
051-128-17-65-06,KIKOBERO,051-128-17-65
051-128-17-65-07,KILUKU,051-128-17-65
051-128-17-65-09,MABALE,051-128-17-65
051-128-17-65-19,POLLE,051-128-17-65
051-128-17-65-20,KAPANGA,051-128-17-65
051-128-17-65-21,KISALI,051-128-17-65
051-128-17-65-22,KOKOTO,051-128-17-65
051-128-17-65-23,WEELE,051-128-17-65
051-128-17-74-10,NAMWENJE HILL,051-128-17-74
051-128-17-74-15,NAKASINDO,051-128-17-74
051-128-17-74-22,SUGUTA,051-128-17-74
051-128-17-74-25,KISABASI,051-128-17-74
051-128-17-74-28,NABUTANDIGA,051-128-17-74
051-128-17-95-01,GIBINDA,051-128-17-95
051-128-17-95-02,GOLWOSA,051-128-17-95
051-128-17-95-05,KIDOLOZI,051-128-17-95
051-128-17-95-23,BUSITEMA,051-128-17-95
051-128-17-95-27,KIZINGA,051-128-17-95
051-128-17-96-16,NALWANDA,051-128-17-96
051-128-17-96-17,NAMWENJE,051-128-17-96
051-128-17-96-18,NGWELE,051-128-17-96
051-128-17-96-24,KIDEGA,051-128-17-96
051-128-17-96-26,KIYANZA,051-128-17-96
051-128-18-100-01,BUKIKONDE UPPER,051-128-18-100
051-128-18-100-02,MENU,051-128-18-100
051-128-18-100-03,KYESHA A,051-128-18-100
051-128-18-100-04,KYESHA CENTRAL,051-128-18-100
051-128-18-100-05,BUKIKONDE LOWER,051-128-18-100
051-128-18-100-07,KYESHA B,051-128-18-100
051-128-18-101-01,BUGOBBIRO A,051-128-18-101
051-128-18-101-02,BUGOBBIRO B,051-128-18-101
051-128-18-101-03,MADESU,051-128-18-101
051-128-18-101-04,NAMUSUDU,051-128-18-101
051-128-18-101-08,DIRALA,051-128-18-101
051-128-18-101-09,MASIYOPO,051-128-18-101
051-128-18-21-03,BUMUNIASI A,051-128-18-21
051-128-18-21-04,BUSIKYAYO,051-128-18-21
051-128-18-21-05,LUGOOLI,051-128-18-21
051-128-18-21-06,NAKINDYE,051-128-18-21
051-128-18-21-07,BUMUNIASI B,051-128-18-21
051-128-18-21-10,NABAATU,051-128-18-21
051-128-18-21-11,NAMAGULI,051-128-18-21
051-128-18-39-01,BUGUDOI,051-128-18-39
051-128-18-39-02,BULUGONA,051-128-18-39
051-128-18-39-03,BUSINDA,051-128-18-39
051-128-18-39-04,NABWEYA,051-128-18-39
051-128-18-39-05,MANGOBE,051-128-18-39
051-128-18-39-06,GUZUYI,051-128-18-39
051-128-18-39-08,MIGINI,051-128-18-39
051-128-19-104-01,BUNABUSUSU,051-128-19-104
051-128-19-104-02,BUNABUSUSU T.C,051-128-19-104
051-128-19-104-03,FUDYUKU,051-128-19-104
051-128-19-104-04,KALUMA,051-128-19-104
051-128-19-104-05,MUDAMA,051-128-19-104
051-128-19-104-06,GABAGI,051-128-19-104
051-128-19-104-07,NANZUKI,051-128-19-104
051-128-19-104-28,NALUTASO,051-128-19-104
051-128-19-105-01,GABUGONYI,051-128-19-105
051-128-19-105-02,KIBANGE,051-128-19-105
051-128-19-105-03,KISENYI,051-128-19-105
051-128-19-105-04,MAGIMBILI,051-128-19-105
051-128-19-105-05,MUDENGA,051-128-19-105
051-128-19-105-06,NABUSAGULA,051-128-19-105
051-128-19-105-07,NAMAGOTO,051-128-19-105
051-128-19-105-08,PARK T/C,051-128-19-105
051-128-19-105-09,BUSOLITI,051-128-19-105
051-128-19-105-16,KIKUYU,051-128-19-105
051-128-19-105-42,NAMBOGO,051-128-19-105
051-128-19-105-45,SIGINDI,051-128-19-105
051-128-19-106-01,GIBUTERE,051-128-19-106
051-128-19-106-02,KIDUMI,051-128-19-106
051-128-19-106-03,KYEMULUNDU,051-128-19-106
051-128-19-106-04,GIBUTOGWA,051-128-19-106
051-128-19-106-05,KALAZA,051-128-19-106
051-128-19-106-06,LUGONGO,051-128-19-106
051-128-19-106-07,LUSEKYE,051-128-19-106
051-128-19-106-08,LUSHA,051-128-19-106
051-128-19-106-09,NAGABITA,051-128-19-106
051-128-19-106-10,NAMWANA,051-128-19-106
051-128-19-106-11,KIDEGA,051-128-19-106
051-128-19-106-21,TOMBO,051-128-19-106
051-128-19-106-23,MAYIYI,051-128-19-106
051-128-19-106-34,ZELELE,051-128-19-106
051-128-19-107-01,LULA T/C,051-128-19-107
051-128-19-107-02,MASILA,051-128-19-107
051-128-19-107-03,NAMILEGWA,051-128-19-107
051-128-19-107-04,SEMWETWA,051-128-19-107
051-128-19-107-05,WEWULA,051-128-19-107
051-128-19-107-09,KIDODO,051-128-19-107
051-128-19-107-10,RULA,051-128-19-107
051-128-19-107-17,KILINDI,051-128-19-107
051-128-19-108-01,GIBERWA,051-128-19-108
051-128-19-108-10,MBALA,051-128-19-108
051-128-19-108-20,LWANDA,051-128-19-108
051-128-19-108-22,TOGI,051-128-19-108
051-128-19-72-01,NAMBOZO,051-128-19-72
051-128-19-72-02,KALITUSI,051-128-19-72
051-128-19-72-03,KASHALO,051-128-19-72
051-128-19-72-04,KIDUWA,051-128-19-72
051-128-19-72-05,BUWAMBWA,051-128-19-72
051-128-19-72-06,KILONGO,051-128-19-72
051-128-19-72-07,MAWOLELA,051-128-19-72
051-128-19-72-08,NAGABITA,051-128-19-72
051-128-19-72-09,NAMUNDYU,051-128-19-72
051-128-19-72-25,NADISO,051-128-19-72
051-128-19-72-44,SEBELI,051-128-19-72
051-128-20-109-01,SHEMBE,051-128-20-109
051-128-20-109-02,NAMBUGO,051-128-20-109
051-128-20-109-04,GOMBE A,051-128-20-109
051-128-20-109-05,GOMBE B,051-128-20-109
051-128-20-109-08,KISOYO,051-128-20-109
051-128-20-109-09,LUGOGO A,051-128-20-109
051-128-20-109-10,MAKUYU,051-128-20-109
051-128-20-109-11,NABUZO UPPER,051-128-20-109
051-128-20-109-12,NAMAHALU,051-128-20-109
051-128-20-109-14,BUGITIMWA MISSION,051-128-20-109
051-128-20-109-15,LUGOGO B,051-128-20-109
051-128-20-109-16,MAKYELE,051-128-20-109
051-128-20-109-17,NABUZO LOWER,051-128-20-109
051-128-20-109-18,NAPUMBILA,051-128-20-109
051-128-20-110-01,BUMUJENYA CELL LOWER,051-128-20-110
051-128-20-110-02,DEMBELELE CELL LOWER,051-128-20-110
051-128-20-110-06,KIDODO,051-128-20-110
051-128-20-110-07,KISALI,051-128-20-110
051-128-20-110-15,SUGUTA,051-128-20-110
051-128-20-110-16,KISALI CENTRAL,051-128-20-110
051-128-20-110-17,MUSABALA,051-128-20-110
051-128-20-29-01,GIBBALWA,051-128-20-29
051-128-20-29-05,KIMWEMWE,051-128-20-29
051-128-20-29-07,MAYUMBA UPPER,051-128-20-29
051-128-20-29-08,NAMAWUGULU,051-128-20-29
051-128-20-29-09,NAMUSILO,051-128-20-29
051-128-20-29-10,FUDYUKU,051-128-20-29
051-128-20-29-11,KIGOBOYI,051-128-20-29
051-128-20-29-12,MAYUMBA LOWER,051-128-20-29
051-128-20-29-13,NAIGUGU,051-128-20-29
051-128-20-29-14,NAMAWUGULU T.C,051-128-20-29
051-128-20-61-01,BUKIWUNGULO LOWER,051-128-20-61
051-128-20-61-02,BUKIWUNGULO UPPER,051-128-20-61
051-128-20-61-04,BUNABULWALE,051-128-20-61
051-128-20-61-06,BUWETYE,051-128-20-61
051-128-20-61-08,NABATU UPPER,051-128-20-61
051-128-20-61-09,KIGIGI,051-128-20-61
051-128-20-61-10,SIMU,051-128-20-61
051-128-20-61-11,MABALE,051-128-20-61
051-128-20-61-12,NABATU LOWER,051-128-20-61
051-128-20-61-13,KIYERO,051-128-20-61
051-128-21-111-01,BUNANDASA,051-128-21-111
051-128-21-111-02,BUNANDASA A,051-128-21-111
051-128-21-111-03,KIBAYA,051-128-21-111
051-128-21-111-04,KITWE,051-128-21-111
051-128-21-111-06,LUBANGO,051-128-21-111
051-128-21-111-07,NAMABUNGU,051-128-21-111
051-128-21-111-08,WAMBAZU,051-128-21-111
051-128-21-111-09,WODADA,051-128-21-111
051-128-21-112-01,KIBIZI A,051-128-21-112
051-128-21-112-02,KIYEMBE,051-128-21-112
051-128-21-112-04,MUTUFU CENTRAL CELL,051-128-21-112
051-128-21-112-05,MWAMBU,051-128-21-112
051-128-21-112-06,BUWETWE,051-128-21-112
051-128-21-112-07,WOMALA,051-128-21-112
051-128-21-112-08,BUYAMA,051-128-21-112
051-128-21-112-09,KIBIZI,051-128-21-112
051-128-21-113-01,APOLLO,051-128-21-113
051-128-21-113-03,GIMOGO,051-128-21-113
051-128-21-113-04,NAMILI,051-128-21-113
051-128-21-113-05,KIMULI,051-128-21-113
051-128-21-113-06,MAGAWA,051-128-21-113
051-128-21-113-07,NANGONO,051-128-21-113
051-128-21-113-08,KIWUNGULO,051-128-21-113
051-128-21-114-01,KISULANI,051-128-21-114
051-128-21-114-02,KISENYI,051-128-21-114
051-128-21-114-03,NALUGUGU,051-128-21-114
051-128-21-114-07,KIKUYU,051-128-21-114
051-128-21-114-08,KITAGALU,051-128-21-114
051-128-21-115-01,MANYIFU,051-128-21-115
051-128-21-115-02,MASABASI LOWER,051-128-21-115
051-128-21-115-03,MASABASI,051-128-21-115
051-128-21-115-04,MASSA,051-128-21-115
051-128-21-115-05,WANDUYI,051-128-21-115
051-128-21-115-06,NABIDAGO,051-128-21-115
051-128-21-116-01,KIGOKYE,051-128-21-116
051-128-21-116-02,KIDAGO,051-128-21-116
051-128-21-116-03,KIDAGO LOWER,051-128-21-116
051-128-21-116-04,KISANGANI,051-128-21-116
051-128-21-116-05,NABIJENGA,051-128-21-116
051-128-21-116-06,NAGISILIRI,051-128-21-116
051-128-21-116-08,NANGISILIRI LOWER,051-128-21-116
051-128-21-117-01,DOMBODO,051-128-21-117
051-128-21-117-02,NAGIMESI,051-128-21-117
051-128-21-117-03,MADABA,051-128-21-117
051-128-21-117-04,BUKOMBA,051-128-21-117
051-128-21-117-06,WOLANGA,051-128-21-117
051-128-21-117-09,MALUDYE,051-128-21-117
051-128-21-117-10,MASESE,051-128-21-117
051-128-21-117-11,MAZAKI,051-128-21-117
051-128-21-117-12,NAMATONDOLO,051-128-21-117
051-128-21-26-05,NANDERE UPPER,051-128-21-26
051-128-21-26-10,MABAALE,051-128-21-26
051-128-21-26-12,NANDERE LOWER,051-128-21-26
051-129-01-04-01,BUMUDU A,051-129-01-04
051-129-01-04-02,MATALE,051-129-01-04
051-129-01-04-03,NATUGU,051-129-01-04
051-129-01-04-06,NADOME,051-129-01-04
051-129-01-04-07,KIYANZA,051-129-01-04
051-129-01-04-08,MUKUSI,051-129-01-04
051-129-01-04-10,NAMBALE,051-129-01-04
051-129-01-30-04,BISALI,051-129-01-30
051-129-01-30-05,NAGUDI,051-129-01-30
051-129-01-30-06,NAKULUTWE,051-129-01-30
051-129-01-30-10,NAMUKUYU,051-129-01-30
051-129-01-72-02,BUWIRA,051-129-01-72
051-129-01-72-03,KAPETI,051-129-01-72
051-129-01-72-04,SSALO,051-129-01-72
051-129-01-72-14,NANYINYA,051-129-01-72
051-129-01-72-15,PATTO T.C,051-129-01-72
051-129-01-73-01,BUGWAGI UPPER,051-129-01-73
051-129-01-73-02,LUSISI,051-129-01-73
051-129-01-73-03,LWASHEBA UPPER,051-129-01-73
051-129-01-73-04,KISILO,051-129-01-73
051-129-01-73-05,SUGI,051-129-01-73
051-129-01-73-06,NATENGA,051-129-01-73
051-129-01-73-07,SUGUTA,051-129-01-73
051-129-01-73-13,LWASHEBA LOWER,051-129-01-73
051-129-01-74-01,KANAGA,051-129-01-74
051-129-01-74-02,NABIYAMA,051-129-01-74
051-129-01-74-03,NATALIFA,051-129-01-74
051-129-01-74-04,MAGUMA,051-129-01-74
051-129-01-74-05,SINASI,051-129-01-74
051-129-01-74-11,BUGWAGI LOWER,051-129-01-74
051-129-01-74-12,KADODOYI,051-129-01-74
051-129-01-75-01,NAMAGE,051-129-01-75
051-129-01-75-02,BUMUDU B,051-129-01-75
051-129-01-75-03,NADISO B,051-129-01-75
051-129-01-75-05,NADISO A,051-129-01-75
051-129-01-75-09,NABWITAMAMBAGO,051-129-01-75
051-129-01-75-11,SALAMA,051-129-01-75
051-129-02-07-02,BULAMBULI,051-129-02-07
051-129-02-07-03,BULUMOLO,051-129-02-07
051-129-02-07-12,BUNAMAKONGO A,051-129-02-07
051-129-02-07-13,BUNAMAKONGO B,051-129-02-07
051-129-02-07-14,BUWADIKA,051-129-02-07
051-129-02-08-01,BUKIMENYA A,051-129-02-08
051-129-02-08-02,BULOGOTANI,051-129-02-08
051-129-02-08-04,BUMONGE,051-129-02-08
051-129-02-08-07,BUNABAHALA,051-129-02-08
051-129-02-08-08,BUNEHEMBE,051-129-02-08
051-129-02-08-10,KIMOME,051-129-02-08
051-129-02-08-11,LUGANGO,051-129-02-08
051-129-02-08-12,BUKIMENYA B,051-129-02-08
