parishCode,parishName,subCountyCode
098-111-04-16,GAYAAZA,098-111-04
098-111-04-17,LUWOKO,098-111-04
098-111-04-493,Page,098-111-04
098-111-04-18,MAKUKUULU,098-111-04
098-111-04-19,MITIGYERA,098-111-04
098-111-04-494,Page,098-111-04
098-111-04-20,NDEEBA,098-111-04
098-111-05-08,KISAGAZI WARD,098-111-05
098-111-05-21,BUKOMANSIMBI,098-111-05
098-111-05-22,KIREMBEKO WARD,098-111-05
098-111-05-23,KYANGO WARD,098-111-05
098-111-05-24,KIGUNGUMIKA WARD,098-111-05
098-111-06-15,KAGOLOGOLO WARD,098-111-06
098-111-06-495,Page,098-111-06
098-111-06-25,MBAALE WARD,098-111-06
098-111-06-26,MPAAMA WARD,098-111-06
098-111-06-496,Page,098-111-06
098-244-01-01,BUTENGA WARD,098-244-01
098-244-01-02,MBAALE WARD,098-244-01
098-244-01-03,MEERU WARD,098-244-01
098-244-01-04,MUKUNYU WARD,098-244-01
098-244-01-05,KABIGI WARD,098-244-01
098-244-02-06,KASSEBWERA,098-244-02
098-244-02-497,Page,098-244-02
098-244-02-07,KAWOKO,098-244-02
098-244-02-09,KISIITA,098-244-02
098-244-02-10,KYANKOLE,098-244-02
098-244-02-498,Page,098-244-02
098-244-03-11,BUTAYUNJA,098-244-03
098-244-03-12,KIRYASAAKA,098-244-03
098-244-03-499,Page,098-244-03
098-244-03-13,KISOJJO,098-244-03
098-244-03-14,MALEKU,098-244-03
098-244-03-15,MIRAMBI,098-244-03
098-244-03-500,Page,098-244-03
098-244-03-501,Page,098-244-03
099-157-01-01,BUDDE,099-157-01
099-157-01-02,GWATIRO,099-157-01
099-157-01-03,KIBUGGA,099-157-01
099-157-01-04,LUGALA,099-157-01
099-157-02-05,BULE,099-157-02
099-157-02-06,BULO,099-157-02
099-157-02-503,Page,099-157-02
099-157-02-07,BUTAWUKA,099-157-02
099-157-02-08,KYERIMA,099-157-02
099-157-02-09,NAKATOOKE,099-157-02
099-157-03-10,BWEYA(SSETA),099-157-03
099-157-03-13,KITIMBA,099-157-03
099-157-03-504,Page,099-157-03
099-157-04-16,KATABIRA,099-157-04
099-157-04-17,KIBIBI,099-157-04
099-157-04-18,MABANDA,099-157-04
099-157-04-19,MITWETWE,099-157-04
099-157-04-505,Page,099-157-04
099-157-05-22,BUKESA,099-157-05
099-157-05-23,BUTENDE,099-157-05
099-157-05-24,KASOZI,099-157-05
099-157-05-25,LUGALI,099-157-05
099-157-05-506,Page,099-157-05
099-157-06-15,GOMBE WARD,099-157-06
099-157-06-20,NTOLOMWE WARD,099-157-06
099-157-06-21,KAYENJE WARD,099-157-06
099-157-07-11,KABASANDA WARD,099-157-07
099-157-07-507,Page,099-157-07
099-157-07-12,KIROKOLA WARD,099-157-07
099-157-07-14,NSOZIBIRI WARD,099-157-07
099-157-07-508,Page,099-157-07
108-098-02-09,ACIISA,108-098-02
108-098-02-10,AKARUKEI,108-098-02
108-098-02-13,OKAPEL,108-098-02
108-098-02-14,KODIKE,108-098-02
108-098-02-16,TILLING,108-098-02
108-098-02-44,KOBUIN,108-098-02
108-098-02-45,POKOR,108-098-02
108-098-02-47,OMOO,108-098-02
108-098-02-71,KATENGETO,108-098-02
108-098-04-29,NYAMONGO,108-098-04
108-098-04-31,OTETEEN,108-098-04
108-098-04-32,TIDIDIEK,108-098-04
108-098-04-59,APAMA,108-098-04
108-098-04-510,Page,108-098-04
108-098-04-60,KALENGO,108-098-04
108-098-04-72,MORUIRION,108-098-04
108-098-05-26,EASTERN WARD,108-098-05
108-098-05-27,SOUTHERN WARD,108-098-05
108-098-05-61,WESTERN WARD,108-098-05
108-098-05-64,NORTHERN WARD,108-098-05
108-098-07-15,OPOT WARD,108-098-07
108-098-07-40,AGULE WARD,108-098-07
108-098-07-41,OSWARA WARD,108-098-07
108-098-07-511,Page,108-098-07
108-098-07-46,KALENGO WARD,108-098-07
108-098-07-57,KAKODA WARD,108-098-07
108-098-07-63,KALINA WARD,108-098-07
108-098-07-65,NYAGUO WARD,108-098-07
108-098-07-70,OKITO WARD,108-098-07
108-098-09-11,ATOOT,108-098-09
108-098-09-12,KADOK,108-098-09
108-098-09-42,KOCOCWA,108-098-09
108-098-09-43,KADERUN,108-098-09
108-098-09-67,KOILE,108-098-09
108-098-09-68,OJUKAI,108-098-09
108-098-09-69,OLUKANGOR,108-098-09
108-098-11-25,AGU,108-098-11
108-098-11-28,NGORA,108-098-11
108-098-11-30,ODWARAT,108-098-11
108-098-11-512,Page,108-098-11
108-098-11-55,ANGOD,108-098-11
108-098-11-56,OMADITOK,108-098-11
108-098-11-58,KOPEGE,108-098-11
108-098-11-513,Page,108-098-11
108-318-01-02,AJESA,108-318-01
108-318-01-04,ATAPAR,108-318-01
108-318-01-05,KAPIR,108-318-01
108-318-01-07,OMIITO,108-318-01
108-318-01-34,AKARUKEI,108-318-01
108-318-01-35,OMURIANA,108-318-01
108-318-01-36,KOLOIN,108-318-01
108-318-01-38,AGULE,108-318-01
108-318-03-17,AKUBUI,108-318-03
108-318-03-19,KOKODU,108-318-03
108-318-03-20,KUMEL,108-318-03
108-318-03-21,MADOCH,108-318-03
108-318-03-48,AJELUK,108-318-03
108-318-03-514,Page,108-318-03
108-318-03-50,KEES,108-318-03
108-318-03-51,AGOGOMIT,108-318-03
108-318-03-73,OLILIM,108-318-03
108-318-06-22,MUKURA WARD,108-318-06
108-318-06-24,OKUNGURO WARD,108-318-06
108-318-06-53,AKEIT,108-318-06
108-318-06-54,ADUL WARD,108-318-06
108-318-06-62,DOYORO WARD,108-318-06
108-318-08-01,AGIRIGIROI,108-318-08
108-318-08-03,AKISIM,108-318-08
108-318-08-06,KOKONG,108-318-08
108-318-08-08,ORISAI,108-318-08
108-318-08-515,Page,108-318-08
108-318-08-33,AJUKET,108-318-08
108-318-08-37,OLUWA,108-318-08
108-318-08-39,ABATAI,108-318-08
108-318-08-66,AJEELO,108-318-08
108-318-10-18,KALER,108-318-10
108-318-10-23,MORUKAKISE,108-318-10
108-318-10-49,KAMODOKIMA,108-318-10
108-318-10-52,ARIET,108-318-10
108-318-10-516,Page,108-318-10
124-202-01-01,ACOWA,124-202-01
124-202-01-03,AKUM,124-202-01
124-202-01-04,AMERO,124-202-01
124-202-01-518,Page,124-202-01
124-202-01-05,ANGOLEBWAL,124-202-01
124-202-01-28,ANGEREPO,124-202-01
124-202-02-08,AMASENIKO,124-202-02
124-202-02-10,NYADA,124-202-02
124-202-02-519,Page,124-202-02
124-202-02-11,OKOBOI,124-202-02
124-202-02-19,AMEMIA,124-202-02
124-202-02-20,ATIIRA,124-202-02
124-202-03-15,OBALANGA,124-202-03
124-202-03-520,Page,124-202-03
124-202-03-16,OPOT,124-202-03
124-202-03-23,ALUPE,124-202-03
124-202-03-24,LABIRA,124-202-03
124-202-03-30,ALWENYA,124-202-03
124-202-03-521,Page,124-202-03
124-202-04-02,AKOROMIT,124-202-04
124-202-04-06,KOBUIN,124-202-04
124-202-04-17,AKORE,124-202-04
124-202-04-18,AMINITO,124-202-04
124-202-04-522,Page,124-202-04
124-202-04-27,OLEKAT,124-202-04
124-202-05-07,AIRABET,124-202-05
124-202-05-12,AGONGA,124-202-05
124-202-05-14,AMOOTOM,124-202-05
124-202-05-523,Page,124-202-05
124-202-05-21,ODIDING,124-202-05
124-202-05-25,ARIDAI,124-202-05
124-202-05-29,AKODOKODOI,124-202-05
124-202-06-26,ACINGA,124-202-06
124-202-06-524,Page,124-202-06
124-202-06-31,ADEPAR,124-202-06
124-202-06-32,CULA,124-202-06
124-202-06-33,NYAIKURO,124-202-06
124-202-06-34,OLET,124-202-06
124-202-07-13,ALITO,124-202-07
124-202-07-525,Page,124-202-07
124-202-07-22,AKILENG,124-202-07
124-202-07-35,ANGICA,124-202-07
124-202-07-36,IYALAKWE,124-202-07
124-202-07-37,MATILONG,124-202-07
124-202-07-526,Page,124-202-07
124-202-08-01,ACOWA WARD,124-202-08
124-202-08-38,AKOUETOM WARD,124-202-08
124-202-08-39,APARISIA WARD,124-202-08
124-202-08-40,ATUMAKASIKOU WARD,124-202-08
124-202-08-41,ODERAI WARD,124-202-08
124-202-09-42,CENTRAL WARD,124-202-09
124-202-09-527,Page,124-202-09
124-202-09-43,EASTERN WARD,124-202-09
124-202-09-44,NORTHERN WARD,124-202-09
124-202-09-45,SOUTHERN WARD,124-202-09
124-202-10-46,AJESAI WARD,124-202-10
124-202-10-47,CENTRAL WARD,124-202-10
124-202-10-48,INDIA WARD,124-202-10
124-202-10-528,Page,124-202-10
124-202-10-49,OKENYAI WARD,124-202-10
124-202-11-51,ACEGEREKUMA WARD,124-202-11
124-202-11-52,ODUKUL WARD,124-202-11
124-202-11-53,KAPELEBYONG WARD,124-202-11
124-202-11-54,NYAKALI WARD,124-202-11
124-202-11-529,Page,124-202-11
124-202-11-55,ODERAI WARD,124-202-11
124-202-11-56,OLOBAI WARD,124-202-11
124-202-11-530,Page,124-202-11
129-201-01-01,ANYARA,129-201-01
129-201-01-03,OMID,129-201-01
129-201-01-26,MORU,129-201-01
129-201-02-04,KIBIMO,129-201-02
129-201-02-532,Page,129-201-02
129-201-02-05,OBUR,129-201-02
129-201-03-09,KAMUDA,129-201-03
129-201-03-533,Page,129-201-03
129-201-03-19,KAKERE,129-201-03
129-201-03-20,KADINYA,129-201-03
129-201-04-10,AMORU,129-201-04
129-201-04-12,KADIE,129-201-04
129-201-04-534,Page,129-201-04
129-201-04-13,LWALA,129-201-04
129-201-04-14,OPILTOK,129-201-04
129-201-04-21,KABERKOLE,129-201-04
129-201-04-535,Page,129-201-04
129-201-05-11,APAPAI,129-201-05
129-201-05-15,KAMIDAKAN,129-201-05
129-201-05-17,OUSIA,129-201-05
129-201-05-536,Page,129-201-05
129-201-06-07,KAKURE,129-201-06
129-201-06-16,OPUNGURE,129-201-06
129-201-06-18,OYOMAI,129-201-06
129-201-07-22,ABERMUNYO WARD,129-201-07
129-201-07-537,Page,129-201-07
129-201-07-23,ABIA WARD,129-201-07
129-201-07-24,CENTRAL WARD,129-201-07
129-201-07-25,KADIE WARD,129-201-07
129-201-08-06,OCELAKUR,129-201-08
129-201-08-27,IPENET,129-201-08
129-201-08-28,SANGAI,129-201-08
129-201-08-538,Page,129-201-08
129-201-09-02,OGWOLO,129-201-09
129-201-09-29,ANGOLTOK,129-201-09
129-201-09-30,KABERPILA,129-201-09
129-201-09-539,Page,129-201-09
129-201-10-31,OBULE WARD,129-201-10
129-201-10-32,CENTRAL WARD,129-201-10
129-201-10-33,EYENGA WARD,129-201-10
129-201-10-34,DOKDWONG,129-201-10
129-201-10-35,OKWEJE WARD,129-201-10
129-201-10-540,Page,129-201-10
146-207-01-01,AKISIM WARD,146-207-01
146-207-01-02,CENTRAL WARD,146-207-01
146-207-01-03,KENGERE WARD,146-207-01
146-207-01-04,MORUAPESUR WARD,146-207-01
146-207-01-05,CAMP SWAHILI WARD,146-207-01
146-207-01-542,Page,146-207-01
146-207-01-06,KICHINJANJI WARD,146-207-01
146-207-01-07,MADERA WARD,146-207-01
146-207-01-08,PIONEER WARD,146-207-01
146-207-01-543,Page,146-207-01
146-207-01-09,OTATAI WARD,146-207-01
146-207-01-10,ALOET WARD,146-207-01
146-207-01-23,OPUYO WARD,146-207-01
146-207-01-33,ACETGWEN WARD,146-207-01
146-207-01-38,OPIAI WARD,146-207-01
146-207-01-544,Page,146-207-01
146-351-01-02,ARAPAI WARD,146-351-01
146-351-01-09,NAKATUNYA WARD,146-351-01
146-351-01-10,ODERAI/MAJENGO,146-351-01
146-351-01-11,PAMBA WARD,146-351-01
146-351-01-12,SENIOR QUARTERS,146-351-01
146-351-01-546,Page,146-351-01
146-351-01-13,AGORA WARD,146-351-01
146-351-01-22,AMEN A WARD,146-351-01
146-351-01-27,AGAMA WARD,146-351-01
146-351-01-28,AMORU WARD,146-351-01
146-351-01-35,AMEN B WARD,146-351-01
146-351-01-36,ODERAI WARD,146-351-01
146-351-01-547,Page,146-351-01
146-351-01-39,ORWADAI WARD,146-351-01
146-351-01-548,Page,146-351-01
021-097-01-01,AKIBUI,021-097-01
021-097-01-03,ATUTUR,021-097-01
021-097-01-04,KAPOKIN,021-097-01
021-097-01-47,ARIET,021-097-01
021-097-01-80,AKALABAI,021-097-01
021-097-01-82,APAPAI,021-097-01
021-097-02-02,KACHEREDE,021-097-02
021-097-02-05,KANGOLE,021-097-02
021-097-02-06,KOCHOPO,021-097-02
021-097-02-07,TOTOLIM,021-097-02
021-097-02-40,KANAPA,021-097-02
021-097-02-41,KODUKULU,021-097-02
021-097-02-550,Page,021-097-02
021-097-02-76,OBOTIA,021-097-02
021-097-02-77,KONGURA,021-097-02
021-097-03-13,AGULE,021-097-03
021-097-03-15,KUMI,021-097-03
021-097-03-18,OLUPE,021-097-03
021-097-03-19,OMATENGA,021-097-03
021-097-03-54,OOGORIA,021-097-03
021-097-03-58,ASINGE,021-097-03
021-097-03-59,AGOLITOM,021-097-03
021-097-04-08,ATEKWA,021-097-04
021-097-04-09,KOMOLO,021-097-04
021-097-04-551,Page,021-097-04
021-097-04-10,OKANYAPURIO,021-097-04
021-097-04-11,OMINAI,021-097-04
021-097-04-33,KAMENYA,021-097-04
021-097-04-36,OGOOMA,021-097-04
021-097-04-69,ALIGOI,021-097-04
021-097-04-72,ODIPAI,021-097-04
021-097-05-12,ACERA,021-097-05
021-097-05-14,ADERUN,021-097-05
021-097-05-16,AGUYA,021-097-05
021-097-05-38,AKIDE,021-097-05
021-097-05-44,TISAI ISLAND,021-097-05
021-097-05-83,ASINGE,021-097-05
021-097-05-552,Page,021-097-05
021-097-06-17,MORUIKARA,021-097-06
021-097-06-20,OLILIM,021-097-06
021-097-06-21,OMATAKIRIA,021-097-06
021-097-06-32,AGURUT,021-097-06
021-097-06-34,MORUITA,021-097-06
021-097-06-68,ARIET,021-097-06
021-097-06-70,KALAPATA,021-097-06
021-097-07-22,AKOLITOROM,021-097-07
021-097-07-23,KABWANGASI,021-097-07
021-097-07-24,KAREU,021-097-07
021-097-07-37,AAKUM,021-097-07
021-097-07-39,KACHABOI,021-097-07
021-097-07-43,OSEERA,021-097-07
021-097-07-553,Page,021-097-07
021-097-07-73,KAPOLIN,021-097-07
021-097-07-74,KACHELAKWENY,021-097-07
021-097-07-75,MORUPEDED,021-097-07
021-097-07-79,CEELE,021-097-07
021-097-08-48,OKOTA WARD,021-097-08
021-097-08-49,ONGINO WARD,021-097-08
021-097-08-50,AMURIA WARD,021-097-08
021-097-08-51,AKUORO WARD,021-097-08
021-097-08-52,KAPASAK WARD,021-097-08
021-097-08-554,Page,021-097-08
021-097-09-35,NYERO WARD,021-097-09
021-097-09-60,KEES WARD,021-097-09
021-097-09-61,OBOSOI WARD,021-097-09
021-097-09-71,KODIKE WARD,021-097-09
021-097-09-555,Page,021-097-09
021-258-01-03,ALUKAT,021-258-01
021-258-01-04,AOJAMOROK,021-258-01
021-258-01-05,GORIA,021-258-01
021-258-01-13,KABUKOL,021-258-01
021-258-01-14,KOMOLO,021-258-01
021-258-01-15,NYAGUO,021-258-01
021-258-01-16,ODOTOI,021-258-01
021-258-01-24,AGARIA,021-258-01
021-258-01-25,KADAMI,021-258-01
021-258-01-60,KACHABOI,021-258-01
021-258-01-61,KADERIN,021-258-01
021-258-01-64,AKADOT,021-258-01
021-258-01-556,Page,021-258-01
021-258-02-06,ARIET,021-258-02
021-258-02-07,KAJAMAKA,021-258-02
021-258-02-12,OLIMAI,021-258-02
021-258-02-18,KABWELE,021-258-02
021-258-02-19,ODOTUNO,021-258-02
021-258-02-20,ASALO,021-258-02
021-258-02-48,AKISIM,021-258-02
021-258-02-49,AJUKET,021-258-02
021-258-02-53,OMURANG,021-258-02
021-258-03-21,AACHA,021-258-03
021-258-03-22,AARAMOR,021-258-03
021-258-03-23,ADODOI,021-258-03
021-258-03-26,KODOKOTO,021-258-03
021-258-03-557,Page,021-258-03
021-258-03-30,ONYAKELO,021-258-03
021-258-03-32,KALEMEN,021-258-03
021-258-03-33,KAMUNO,021-258-03
021-258-03-34,KANYAMUTAMU,021-258-03
021-258-03-35,KITUBA,021-258-03
021-258-03-36,MADANG,021-258-03
021-258-03-37,ODEREKAI,021-258-03
021-258-03-38,ODOKET,021-258-03
021-258-03-39,OKARUKA,021-258-03
021-258-03-40,OKONAI,021-258-03
021-258-03-41,OKUKUNYAI,021-258-03
021-258-03-42,OLUWA,021-258-03
021-258-03-43,OURIESIK,021-258-03
021-258-03-62,KAKURES,021-258-03
021-258-03-558,Page,021-258-03
021-258-04-08,KAMACA,021-258-04
021-258-04-10,KATILEKORI,021-258-04
021-258-04-44,ALEMEN,021-258-04
021-258-04-45,KAMUNYUMBI,021-258-04
021-258-04-46,OKEMER,021-258-04
021-258-04-47,OTIISA,021-258-04
021-258-04-50,OLUMOT,021-258-04
021-258-04-51,OJIE,021-258-04
021-258-05-28,OGOSOI,021-258-05
021-258-05-29,OLEICO,021-258-05
021-258-05-31,OSOPOTOIT,021-258-05
021-258-05-54,ACHUNAT,021-258-05
021-258-05-559,Page,021-258-05
021-258-05-55,KABURA,021-258-05
021-258-05-56,KAPUWAI,021-258-05
021-258-05-57,OIDON,021-258-05
021-258-05-58,OJINGA,021-258-05
021-258-05-59,OKUDU,021-258-05
021-258-05-63,OLADOT,021-258-05
021-258-05-83,OKUDUMO,021-258-05
021-258-06-27,MUKONGORO WARD,021-258-06
021-258-06-65,KAJAMAKA WARD,021-258-06
021-258-06-66,OMEREIN WARD,021-258-06
021-258-06-67,ACAPA WARD,021-258-06
021-258-06-68,APAADE WARD,021-258-06
021-258-06-69,KAKOROKORON WARD,021-258-06
021-258-06-560,Page,021-258-06
021-258-06-70,MORU WARD,021-258-06
021-258-06-71,ODEIDEI WARD,021-258-06
021-258-06-72,OJIMOKA WARD,021-258-06
021-258-06-73,OLASAI WARD,021-258-06
021-258-06-74,OMODOI WARD,021-258-06
021-258-06-75,OMUSIKAN WARD,021-258-06
021-258-06-76,OMUSIO WARD,021-258-06
021-258-07-09,KANYUM WARD,021-258-07
021-258-07-11,KOGIL WARD,021-258-07
021-258-07-52,KACHA WARD,021-258-07
021-258-07-77,KABWONGO WARD,021-258-07
021-258-07-78,OBOKORA WARD,021-258-07
021-258-07-561,Page,021-258-07
021-258-07-79,OPUT WARD,021-258-07
021-258-07-81,OKEITO WARD,021-258-07
021-258-07-82,ONGARIO WARD,021-258-07
021-258-07-562,Page,021-258-07
021-288-01-14,KABATA WARD,021-288-01
021-288-01-16,OKOUBA WARD,021-288-01
021-288-01-20,BAZAAR WARD,021-288-01
021-288-01-55,AMEJEI WARD,021-288-01
021-288-01-56,OMOLOKONYO,021-288-01
021-288-02-02,ABURBUR WARD,021-288-02
021-288-02-05,KELIM WARD,021-288-02
021-288-02-17,OLUNGIA WARD,021-288-02
021-288-02-21,BOMA WARD,021-288-02
021-288-02-22,KANYUM WARD,021-288-02
021-288-02-23,TANK WARD,021-288-02
021-288-02-45,APUTON WARD,021-288-02
021-288-02-46,ATERAI WARD,021-288-02
021-288-02-563,Page,021-288-02
021-288-02-57,OTIPE WARD,021-288-02
021-288-02-564,Page,021-288-02
038-205-02-03,ASURET,038-205-02
038-205-02-04,OMULALA,038-205-02
038-205-02-05,MUKURA,038-205-02
038-205-02-06,OBULE,038-205-02
038-205-02-17,OREGIA,038-205-02
038-205-02-566,Page,038-205-02
038-205-02-30,ADACAR,038-205-02
038-205-04-14,AMINIT,038-205-04
038-205-04-15,KAMUDA,038-205-04
038-205-04-567,Page,038-205-04
038-205-04-20,ODINA,038-205-04
038-205-04-21,OLIO,038-205-04
038-205-04-568,Page,038-205-04
038-205-07-13,AGORA,038-205-07
038-205-07-16,LALLE,038-205-07
038-205-07-28,GWETOM,038-205-07
038-205-08-07,OCOKICAN,038-205-08
038-205-08-29,ABAANGO,038-205-08
038-205-08-569,Page,038-205-08
038-205-08-32,OCOMAI,038-205-08
038-205-08-34,OMODOI,038-205-08
038-205-08-570,Page,038-205-08
038-251-01-03,DAKABELA,038-251-01
038-251-01-04,ODUDUI,038-251-01
038-251-01-27,ARABAKA,038-251-01
038-251-01-29,AGIRIGIROI,038-251-01
038-251-01-571,Page,038-251-01
038-251-02-05,ABARI,038-251-02
038-251-02-06,ADAMASIKO,038-251-02
038-251-02-07,AJONYI,038-251-02
038-251-02-19,OCULOI,038-251-02
038-251-02-572,Page,038-251-02
038-251-02-20,OJOM,038-251-02
038-251-04-11,CENTRAL WARD,038-251-04
038-251-04-12,ORIETA WARD,038-251-04
038-251-04-35,AWASI WARD,038-251-04
038-251-04-573,Page,038-251-04
038-251-05-08,OGWOLO,038-251-05
038-251-05-09,SAMUK,038-251-05
038-251-05-10,OIMAI,038-251-05
038-251-05-17,KATINE,038-251-05
038-251-05-574,Page,038-251-05
038-251-05-18,MEROK,038-251-05
038-251-05-21,OLWELAI,038-251-05
038-251-05-32,OJAMA,038-251-05
038-251-05-575,Page,038-251-05
038-251-07-24,ACHUNA,038-251-07
038-251-07-25,APARISA,038-251-07
038-251-07-26,PALAET,038-251-07
038-251-07-34,OGOLAI,038-251-07
038-251-07-576,Page,038-251-07
038-251-07-36,OBULEI,038-251-07
038-251-07-577,Page,038-251-07
038-330-01-01,ACABOI,038-330-01
038-330-01-02,OSUGURO,038-330-01
038-330-01-09,AUKOT,038-330-01
038-330-01-31,AWOJA,038-330-01
038-330-03-11,DOKOLO,038-330-03
038-330-03-578,Page,038-330-03
038-330-03-12,GWERI,038-330-03
038-330-03-18,ABELET,038-330-03
038-330-03-19,OPUCET,038-330-03
038-330-05-10,AWALIWAL,038-330-05
038-330-05-24,DAMASIKO,038-330-05
038-330-05-579,Page,038-330-05
038-330-05-25,TAKARAMIAM,038-330-05
038-330-05-26,TELAMOT,038-330-05
038-330-05-37,MUGENYA,038-330-05
038-330-05-580,Page,038-330-05
043-206-06-15,GUYAGUYA,043-206-06
043-206-06-28,AAKUM,043-206-06
043-206-06-29,ADACAR,043-206-06
043-206-06-44,TOIBONG,043-206-06
043-206-06-76,ORUNGO TOWN BOARD,043-206-06
043-206-07-31,OKORITOK,043-206-07
043-206-07-582,Page,043-206-07
043-206-07-39,ONGEMA,043-206-07
043-206-07-42,CHELEUKO,043-206-07
043-206-07-46,ABWOKODIA,043-206-07
043-206-07-77,ABYELUT,043-206-07
043-206-09-30,AKETA,043-206-09
043-206-09-583,Page,043-206-09
043-206-09-32,OBWOBWO,043-206-09
043-206-09-35,ONGONGOJA,043-206-09
043-206-09-43,ONGATUNYO,043-206-09
043-206-09-45,OKUDA,043-206-09
043-206-09-72,AKETA TOWN BOARD,043-206-09
043-206-09-73,AKOMOTUKOI,043-206-09
043-206-09-584,Page,043-206-09
043-206-09-74,MILMIL,043-206-09
043-206-09-75,OBURATUM,043-206-09
043-206-11-13,ANGEREPO,043-206-11
043-206-11-25,OKULIAK,043-206-11
043-206-11-26,OKULONYO,043-206-11
043-206-11-585,Page,043-206-11
043-206-11-33,OKOCHO,043-206-11
043-206-11-34,OMUKUNY,043-206-11
043-206-12-36,CENTRAL WARD,043-206-12
043-206-12-78,NORTHERN WARD,043-206-12
043-206-12-79,SOUTHERN WARD,043-206-12
043-206-12-586,Page,043-206-12
043-224-01-01,KAPUJAN,043-224-01
043-224-01-02,KOKORIO,043-224-01
043-224-01-03,ORIMAI,043-224-01
043-224-01-28,ARIET,043-224-01
043-224-01-29,OSUGURO,043-224-01
043-224-01-30,AKOBOI,043-224-01
043-224-01-587,Page,043-224-01
043-224-01-42,APAPAI TOWN BOARD,043-224-01
043-224-02-04,ABULE,043-224-02
043-224-02-08,MORU,043-224-02
043-224-02-23,AMUSIA,043-224-02
043-224-02-44,ASURET,043-224-02
043-224-02-588,Page,043-224-02
043-224-03-05,ACUNA,043-224-03
043-224-03-06,AKISIM,043-224-03
043-224-03-07,ATETE,043-224-03
043-224-03-24,ANGODINGOD,043-224-03
043-224-03-589,Page,043-224-03
043-224-04-12,KAMENU,043-224-04
043-224-04-13,MAGORO,043-224-04
043-224-04-14,OMASIA,043-224-04
043-224-04-15,OPETA,043-224-04
043-224-04-31,OSUDIO,043-224-04
043-224-04-32,APELEUN,043-224-04
043-224-04-590,Page,043-224-04
043-224-04-33,KANAPA,043-224-04
043-224-04-34,KIPINYANG,043-224-04
043-224-04-35,ORIAU,043-224-04
043-224-04-36,AKISIM,043-224-04
043-224-04-52,ANGISA,043-224-04
043-224-04-591,Page,043-224-04
043-224-05-19,EASTERN WARD,043-224-05
043-224-05-20,OBWANGOR WARD,043-224-05
043-224-05-21,SOUTHERN WARD,043-224-05
043-224-06-22,AKURAO,043-224-06
043-224-06-25,OMINYA,043-224-06
043-224-06-592,Page,043-224-06
043-224-06-27,TOROMA,043-224-06
043-224-06-37,ALELES,043-224-06
043-224-06-38,AGULE,043-224-06
043-224-06-39,ANGIRINY,043-224-06
043-224-06-41,APUUTON,043-224-06
043-224-06-593,Page,043-224-06
043-224-07-11,ATOROM OBONGUT,043-224-07
043-224-07-17,NORTHERN WARD,043-224-07
043-224-07-18,SOUTHERN WARD,043-224-07
043-224-08-09,ADUNGULU,043-224-08
043-224-08-10,AKOBOI,043-224-08
043-224-08-16,ATIRIR,043-224-08
043-224-08-594,Page,043-224-08
043-224-08-26,OMODOI,043-224-08
043-224-08-40,APARISA,043-224-08
043-224-08-595,Page,043-224-08
043-317-01-03,AKOBOI,043-317-01
043-317-01-06,ALELES,043-317-01
043-317-01-08,ALUKUCOK,043-317-01
043-317-01-09,DADAS,043-317-01
043-317-01-22,LALEI,043-317-01
043-317-01-23,OKOKOMA,043-317-01
043-317-01-596,Page,043-317-01
043-317-02-07,ALIAKAMER,043-317-02
043-317-02-10,KATAKWI,043-317-02
043-317-02-47,ALOGOOK,043-317-02
043-317-02-49,OLELA,043-317-02
043-317-02-58,APARISA,043-317-02
043-317-02-597,Page,043-317-02
043-317-02-59,APOLIN,043-317-02
043-317-02-60,OCORIMONGIN TOWN,043-317-02
043-317-02-61,OSUDAN,043-317-02
043-317-03-11,NOTHERN WARD,043-317-03
043-317-03-13,EASTERN WARD,043-317-03
043-317-03-37,SOUTHERN WARD,043-317-03
043-317-03-51,WESTERN WARD,043-317-03
043-317-03-598,Page,043-317-03
043-317-04-01,ABOIBOI,043-317-04
043-317-04-02,AJESAI,043-317-04
043-317-04-04,ABELA,043-317-04
043-317-04-05,ABWANGET,043-317-04
043-317-04-14,ANGOROM,043-317-04
043-317-04-48,GETOM,043-317-04
043-317-04-599,Page,043-317-04
043-317-04-50,OLUPE,043-317-04
043-317-05-17,BISINA,043-317-05
043-317-05-38,KAIKAMOSING,043-317-05
043-317-05-53,AKISIM,043-317-05
043-317-05-600,Page,043-317-05
043-317-05-56,OSOBUT,043-317-05
043-317-05-62,ACANGA,043-317-05
043-317-05-63,ADIPALA,043-317-05
043-317-05-64,AMORU,043-317-05
043-317-05-65,APELEUN,043-317-05
043-317-05-66,NYERO,043-317-05
043-317-05-601,Page,043-317-05
043-317-05-67,OEDEPUS,043-317-05
043-317-05-68,OKUSO,043-317-05
043-317-05-69,OLUPE,043-317-05
043-317-05-70,OLUPE TOWN BOARD,043-317-05
043-317-05-71,OSEP,043-317-05
043-317-05-602,Page,043-317-05
043-317-08-12,AMINIT,043-317-08
043-317-08-21,PAKWI,043-317-08
043-317-08-24,OKORE,043-317-08
043-317-08-27,OPIANANYA,043-317-08
043-317-08-603,Page,043-317-08
043-317-08-40,ORIMON,043-317-08
043-317-08-41,RWATAMA,043-317-08
043-317-08-52,ADUNGULU,043-317-08
043-317-08-54,KEELIM,043-317-08
043-317-10-15,OUNYAI,043-317-10
043-317-10-604,Page,043-317-10
043-317-10-16,ACANGA,043-317-10
043-317-10-18,NGARIAM,043-317-10
