parishCode,parishName,subCountyCode
092-125-05-15,WARD C,092-125-05
092-125-05-143,Page,092-125-05
092-263-01-01,CENTRAL WARD,092-263-01
092-263-01-02,NORTHERN WARD,092-263-01
092-263-01-03,SOUTHERN WARD,092-263-01
092-263-02-05,KIKUBE,092-263-02
092-263-02-144,Page,092-263-02
092-263-02-06,KITWARA,092-263-02
092-263-02-08,KIBEKA,092-263-02
092-263-02-09,KYEMBERA,092-263-02
092-263-02-145,Page,092-263-02
092-263-03-10,DIIMA,092-263-03
092-263-03-13,OKWECE,092-263-03
092-263-04-11,KAKWOKWO,092-263-04
092-263-04-146,Page,092-263-04
092-263-04-14,KIMOGORO,092-263-04
092-263-04-15,PANYADOLI,092-263-04
092-263-05-04,KICHWABUGINGO,092-263-05
092-263-05-147,Page,092-263-05
092-263-05-21,CHOPE LWOR,092-263-05
092-263-05-22,KARUNGU,092-263-05
092-263-05-23,NYINGA,092-263-05
092-263-06-16,CENTRAL WARD,092-263-06
092-263-06-17,NORTHERN WARD,092-263-06
092-263-06-148,Page,092-263-06
092-263-06-18,SOUTHERN WARD,092-263-06
092-263-07-19,NORTHERN WARD,092-263-07
092-263-07-20,SOUTHERN WARD,092-263-07
092-263-08-07,KYANKENDE,092-263-08
092-263-08-24,DIIKA,092-263-08
092-263-08-149,Page,092-263-08
092-263-08-25,KAHARA,092-263-08
092-263-09-12,NYAMAHASA,092-263-09
092-263-09-26,ALERO,092-263-09
092-263-09-150,Page,092-263-09
092-263-09-27,LABOKE,092-263-09
092-263-09-28,NANDA,092-263-09
092-263-09-151,Page,092-263-09
017-084-01-04,KIKOOBA,017-084-01
017-084-01-07,MWEZI,017-084-01
017-084-01-08,MATAGI,017-084-01
017-084-01-44,KIBANDA,017-084-01
017-084-01-45,SOGOLERO,017-084-01
017-084-02-02,KALOKOLA,017-084-02
017-084-02-153,Page,017-084-02
017-084-02-06,LWANKONGE,017-084-02
017-084-02-31,KAKINZI,017-084-02
017-084-02-32,KATALAMA,017-084-02
017-084-06-23,KISAGAZI,017-084-06
017-084-06-154,Page,017-084-06
017-084-06-27,NSALA,017-084-06
017-084-06-29,KASEJJERE,017-084-06
017-084-07-11,NABWENDO,017-084-07
017-084-07-37,MUWANGA,017-084-07
017-084-07-155,Page,017-084-07
017-084-07-48,LUSWA,017-084-07
017-084-07-49,WABINYIRA,017-084-07
017-084-08-03,KATEERA WARD,017-084-08
017-084-08-38,KAKUNYU WARD,017-084-08
017-084-08-39,KIJJOJOLO WARD,017-084-08
017-084-08-156,Page,017-084-08
017-084-08-40,MATAAGI WARD,017-084-08
017-084-09-26,LWAMATA CENTRAL,017-084-09
017-084-09-41,KATANZIGE WARD,017-084-09
017-084-09-42,KAWAWA WARD,017-084-09
017-084-09-43,KITAGENDA WARD,017-084-09
017-084-12-01,KAGOGO,017-084-12
017-084-12-05,KYOOMYA,017-084-12
017-084-12-157,Page,017-084-12
017-084-12-53,BULYANKUYEGE,017-084-12
017-084-12-54,KAYUNGA,017-084-12
017-084-12-55,KYANAMUYONJO,017-084-12
017-084-13-09,NAKASENGERE,017-084-13
017-084-13-10,NAKASOZI,017-084-13
017-084-13-158,Page,017-084-13
017-084-13-12,BIKKO,017-084-13
017-084-13-56,KAAKIBWA,017-084-13
017-084-13-57,NAKIGGA,017-084-13
017-084-13-159,Page,017-084-13
017-309-03-14,KAGOBE,017-309-03
017-309-03-19,KASEGA,017-309-03
017-309-03-20,KYAYIMBA,017-309-03
017-309-03-46,NYAMIRINGA,017-309-03
017-309-04-15,KAJJERE,017-309-04
017-309-04-160,Page,017-309-04
017-309-04-16,KIBAALE,017-309-04
017-309-04-17,KIBIGA,017-309-04
017-309-04-18,KIZINGA,017-309-04
017-309-04-47,GOGONYA,017-309-04
017-309-05-13,BUZIBWEERA WARD,017-309-05
017-309-05-33,BAMUSUUTA WARD,017-309-05
017-309-05-161,Page,017-309-05
017-309-05-34,KIBOGA TOWN WARD,017-309-05
017-309-05-35,KIRULUMBA WARD,017-309-05
017-309-10-50,KABUYE,017-309-10
017-309-10-51,KINDEKE,017-309-10
017-309-10-52,KYAMUKWEYA,017-309-10
017-309-11-22,BUNINGA,017-309-11
017-309-11-162,Page,017-309-11
017-309-11-24,KISWEEKA,017-309-11
017-309-11-25,KYEKUMBYA,017-309-11
017-309-11-28,SSINDE,017-309-11
017-309-14-21,NKANDWA,017-309-14
017-309-14-36,DDEGEYA,017-309-14
017-309-14-163,Page,017-309-14
017-309-14-58,KALYANGO,017-309-14
017-309-14-59,KIRYANKOZI,017-309-14
017-309-14-164,Page,017-309-14
023-107-01-01,BAMUGOLODDE,023-107-01
023-107-01-02,BUKAMBAGGA,023-107-01
023-107-01-03,KAKABALA,023-107-01
023-107-01-04,KAKINZI,023-107-01
023-107-01-166,Page,023-107-01
023-107-01-05,KALWANGA,023-107-01
023-107-01-06,KYAWANGABI,023-107-01
023-107-01-07,NGOGOLO,023-107-01
023-107-02-23,BUYUKI,023-107-02
023-107-02-167,Page,023-107-02
023-107-02-24,KYALUGONDO,023-107-02
023-107-02-25,MIGADDE,023-107-02
023-107-02-168,Page,023-107-02
023-107-03-08,BWAZIBA,023-107-03
023-107-03-09,BWEYEYO,023-107-03
023-107-03-10,KABAKEDDI,023-107-03
023-107-03-11,KAGUGO,023-107-03
023-107-03-169,Page,023-107-03
023-107-03-12,KASAALA,023-107-03
023-107-03-13,KATUGO,023-107-03
023-107-03-14,KIGOMBE,023-107-03
023-107-03-15,KIKUBE,023-107-03
023-107-03-170,Page,023-107-03
023-107-03-16,NAKIKOOTA,023-107-03
023-107-04-17,KAVULE WARD,023-107-04
023-107-04-18,KIWOGOZI WARD,023-107-04
023-107-04-19,LUWERO CENTRAL,023-107-04
023-107-04-20,LUWERO SOUTH EAST,023-107-04
023-107-04-21,LUWERO WEST WARD,023-107-04
023-107-04-22,KASANA P.W.D WARD,023-107-04
023-107-04-171,Page,023-107-04
023-108-01-02,BOMBO CENTRAL WARD,023-108-01
023-108-01-03,LOMULE WARD,023-108-01
023-108-01-04,NKOKONJERU WARD,023-108-01
023-108-01-05,NAMALIGA WARD,023-108-01
023-108-01-06,MPAKAWERO WARD,023-108-01
023-108-01-31,GANGAMA WARD,023-108-01
023-108-02-25,BUKEEKA,023-108-02
023-108-02-173,Page,023-108-02
023-108-02-26,MUSAALE,023-108-02
023-108-02-27,KIKOMA,023-108-02
023-108-02-174,Page,023-108-02
023-108-02-28,TWEYANZE,023-108-02
023-108-03-07,KAGOGO,023-108-03
023-108-03-08,KALASA,023-108-03
023-108-03-09,KANGAVE,023-108-03
023-108-03-175,Page,023-108-03
023-108-03-10,KANYANDA,023-108-03
023-108-03-11,KASOZI,023-108-03
023-108-03-12,MAKULUBITA,023-108-03
023-108-03-13,MAWALE,023-108-03
023-108-03-14,NSANVU,023-108-03
023-108-03-176,Page,023-108-03
023-108-03-15,WALULEETA,023-108-03
023-108-04-16,NAKATONYA,023-108-04
023-108-04-18,KALULE,023-108-04
023-108-04-177,Page,023-108-04
023-108-04-19,BAJJO,023-108-04
023-108-04-20,KIYANDA,023-108-04
023-108-04-21,BUVUMA,023-108-04
023-108-04-178,Page,023-108-04
023-108-05-01,BUKOLWA WARD,023-108-05
023-108-05-22,WOBULENZI CENTRAL,023-108-05
023-108-05-23,WOBULENZI EAST,023-108-05
023-108-05-24,WOBULENZI WEST,023-108-05
023-108-05-29,KATIKAMU WARD,023-108-05
023-108-05-30,BUKALASA WARD,023-108-05
023-108-05-179,Page,023-108-05
023-108-06-17,SSAMBWE,023-108-06
023-108-06-32,NDEJJE WARD,023-108-06
023-108-06-33,BUYEGO WARD,023-108-06
023-108-06-34,KIYANA WARD,023-108-06
023-108-06-180,Page,023-108-06
023-110-01-01,KIBANYI,023-110-01
023-110-01-02,KIBIRIZI,023-110-01
023-110-01-03,KITEME,023-110-01
023-110-01-181,Page,023-110-01
023-110-01-04,KYAMPISI,023-110-01
023-110-01-05,MPOLOGOMA,023-110-01
023-110-01-06,SEKAMULI,023-110-01
023-110-01-182,Page,023-110-01
023-110-02-09,DDEGEYA,023-110-02
023-110-02-10,KALANAMU,023-110-02
023-110-02-12,KAYINDU,023-110-02
023-110-02-183,Page,023-110-02
023-110-02-13,LUNYOLYA,023-110-02
023-110-03-18,KITENDERI,023-110-03
023-110-03-19,MABUYE,023-110-03
023-110-03-20,MAZZI,023-110-03
023-110-03-35,NAMBEERE,023-110-03
023-110-03-184,Page,023-110-03
023-110-04-21,KIBENGO,023-110-04
023-110-04-22,KIREKU,023-110-04
023-110-04-24,WABUSANA,023-110-04
023-110-04-26,KYAMPOGOLA,023-110-04
023-110-04-185,Page,023-110-04
023-110-05-27,BUBUUBI,023-110-05
023-110-05-29,KABULANAKA,023-110-05
023-110-05-30,KAKAKALA,023-110-05
023-110-05-31,KYETUME,023-110-05
023-110-05-32,NAMBI,023-110-05
023-110-05-186,Page,023-110-05
023-110-05-33,NAKIGOZA,023-110-05
023-110-05-34,NGALONKALU,023-110-05
023-110-06-07,BUSIIKA,023-110-06
023-110-06-08,BUSOKE,023-110-06
023-110-06-187,Page,023-110-06
023-110-06-11,KAMIRA,023-110-06
023-110-06-14,VVUMBA,023-110-06
023-110-07-15,KABUNYATA,023-110-07
023-110-07-36,BUWANUKA WARD,023-110-07
023-110-07-188,Page,023-110-07
023-110-07-37,KAMIRA WARD,023-110-07
023-110-07-38,KATAGWE WARD,023-110-07
023-110-07-39,MAKONKONYIGO WARD,023-110-07
023-110-08-40,KIKYUSA WARD,023-110-08
023-110-08-41,KIMAZI WARD,023-110-08
023-110-08-42,KIZIBA WARD,023-110-08
023-110-08-189,Page,023-110-08
023-110-08-43,WANKANYA WARD,023-110-08
023-110-09-44,ZIROBWE CENTRAL,023-110-09
023-110-09-45,ZIROBWE EAST WARD,023-110-09
023-110-09-46,ZIROBWE NORTH WARD,023-110-09
023-110-09-47,ZIROBWE WEST WARD,023-110-09
023-110-09-190,Page,023-110-09
044-106-01-03,KYABUTAIKA,044-106-01
044-106-01-04,KYAMBOGO,044-106-01
044-106-01-05,KYEYINDULA,044-106-01
044-106-01-42,KYANKONWA,044-106-01
044-106-01-192,Page,044-106-01
044-106-01-50,BAMUSUUTA,044-106-01
044-106-02-07,IRIMA,044-106-02
044-106-02-13,WANZOGI,044-106-02
044-106-02-33,NAMUNGOLO,044-106-02
044-106-03-01,KAKOOGE CENTRAL,044-106-03
044-106-03-193,Page,044-106-03
044-106-03-14,KABAALE WARD,044-106-03
044-106-03-15,KAKOOGE NORTH,044-106-03
044-106-03-16,KIBIRA WARD,044-106-03
044-106-04-12,CENTRAL WARD,044-106-04
044-106-04-17,KABAZI WARD,044-106-04
044-106-04-18,KISWERWA WARD,044-106-04
044-106-04-194,Page,044-106-04
044-106-04-19,KAYISOLO WARD,044-106-04
044-106-05-25,KYAMUYINGO,044-106-05
044-106-05-26,KIWONGOIRE,044-106-05
044-106-05-27,SASIIRA,044-106-05
044-106-05-28,WAMPITI,044-106-05
044-106-05-195,Page,044-106-05
044-106-05-39,KAGERI,044-106-05
044-106-05-40,WABIGALO,044-106-05
044-106-05-41,KAMUNIINA,044-106-05
044-106-05-49,SIKYE,044-106-05
044-106-06-30,NAKASONGOLA EAST,044-106-06
044-106-06-196,Page,044-106-06
044-106-06-31,NAKASONGOLA,044-106-06
044-106-06-32,NAKASONGOLA WEST,044-106-06
044-106-07-06,BAMUGOLODDE,044-106-07
044-106-07-10,KISWEERA-MAYINDA,044-106-07
044-106-07-11,KIWAMBYA,044-106-07
044-106-07-34,KAMIRAMPANGO,044-106-07
044-106-07-197,Page,044-106-07
044-106-07-51,KIGEJJO,044-106-07
044-106-07-52,KISUUMA,044-106-07
044-106-08-20,KATUUGO SOUTH,044-106-08
044-106-08-21,KATUUGO CENTRAL,044-106-08
044-106-08-22,KATUUGO NORTH,044-106-08
044-106-08-198,Page,044-106-08
044-106-08-23,KIRALAMBA WARD,044-106-08
044-106-09-24,CENTRAL WARD,044-106-09
044-106-09-35,NORTH WARD,044-106-09
044-106-09-36,WEST WARD,044-106-09
044-106-09-37,EAST WARD,044-106-09
044-106-09-199,Page,044-106-09
044-106-09-200,Page,044-106-09
044-218-01-01,MIGEERA CENTRAL,044-218-01
044-218-01-02,MIGEERA NORTH WARD,044-218-01
044-218-01-03,MIGEERA WEST WARD,044-218-01
044-218-01-18,MIGEERA EAST WARD,044-218-01
044-218-03-15,KISAALIZI,044-218-03
044-218-03-17,WAJJALA,044-218-03
044-218-03-201,Page,044-218-03
044-218-03-37,KIKOIRO,044-218-03
044-218-03-38,KIWEMBI,044-218-03
044-218-04-19,KALENGEDDE,044-218-04
044-218-04-21,KYANGOGOLO,044-218-04
044-218-04-202,Page,044-218-04
044-218-04-22,KYAMUKONDA,044-218-04
044-218-04-23,MULONZI,044-218-04
044-218-04-44,KATUBBA,044-218-04
044-218-04-48,NAMAASA,044-218-04
044-218-04-203,Page,044-218-04
044-218-05-04,MBAARI WARD,044-218-05
044-218-05-05,MUWUNAMI WARD,044-218-05
044-218-05-16,LWAMPANGA WARD,044-218-05
044-218-05-36,ZENGEBE WARD,044-218-05
044-218-08-14,KANSIIRA,044-218-08
044-218-08-204,Page,044-218-08
044-218-08-29,NAMIIKA,044-218-08
044-218-08-35,NALUKONGE,044-218-08
044-218-08-46,KIKOOGE,044-218-08
044-218-08-47,NAKAYONZA,044-218-08
044-218-09-20,KASOZI,044-218-09
044-218-09-205,Page,044-218-09
044-218-09-24,KIGWERI,044-218-09
044-218-09-43,BUJJABE,044-218-09
044-218-09-45,NJERU,044-218-09
044-218-09-206,Page,044-218-09
047-171-01-01,BBAALE,047-171-01
047-171-01-02,KAVULE,047-171-01
047-171-01-03,KOKOTERO,047-171-01
047-171-01-04,MISANGA,047-171-01
047-171-01-05,MUGONGO,047-171-01
047-171-01-06,NAKITOKOLO,047-171-01
047-171-01-208,Page,047-171-01
047-171-02-07,GALIRAYA,047-171-02
047-171-02-08,GWERO-NAMAYUGE,047-171-02
047-171-02-09,KASOKWE,047-171-02
047-171-02-10,KIRASA,047-171-02
047-171-02-11,NAMALERE,047-171-02
047-171-02-209,Page,047-171-02
047-171-02-12,NTIMBA,047-171-02
047-171-03-13,KAMUSABI,047-171-03
047-171-03-14,KANYWERO,047-171-03
047-171-03-210,Page,047-171-03
047-171-03-15,KITWE,047-171-03
047-171-03-16,NAKYESSA,047-171-03
047-171-03-17,NAKYESANJA,047-171-03
047-171-03-211,Page,047-171-03
047-171-03-18,NAMALIRI,047-171-03
047-171-03-19,NAMIZO,047-171-03
047-171-03-26,BALISANGA,047-171-03
047-171-03-212,Page,047-171-03
047-171-03-27,KAFUMBA,047-171-03
047-171-04-20,KYERIMA,047-171-04
047-171-04-21,NAKIVUBO,047-171-04
047-171-04-22,NAMULABA,047-171-04
047-171-04-23,NKOKONJERU,047-171-04
047-171-04-213,Page,047-171-04
047-171-04-25,WABWOKO,047-171-04
047-171-04-28,KITATYA,047-171-04
047-171-05-24,WABUYINJA WARD,047-171-05
047-171-05-29,KYERIMA WARD,047-171-05
047-171-05-214,Page,047-171-05
047-171-05-30,WABWOKO WARD,047-171-05
047-171-05-215,Page,047-171-05
047-179-01-01,KASANA,047-179-01
047-179-01-02,KIWANGULA,047-179-01
047-179-01-03,LUSENKE,047-179-01
047-179-01-04,NABUGANYI,047-179-01
047-179-01-05,NAMUKUMA,047-179-01
047-179-01-06,NAMIREMBE,047-179-01
047-179-01-216,Page,047-179-01
047-179-01-07,NAMPANYI,047-179-01
047-179-01-08,NAMUSAALA,047-179-01
047-179-02-09,BUBAJJWE,047-179-02
047-179-02-10,BUKOLOTO,047-179-02
047-179-02-217,Page,047-179-02
047-179-02-11,BUKUJJU,047-179-02
047-179-02-12,BUSAALE,047-179-02
047-179-02-13,BUYOBE,047-179-02
047-179-02-14,NAKASEETA,047-179-02
047-179-02-15,NSOTOKA,047-179-02
047-179-02-218,Page,047-179-02
047-179-02-16,KITEREDDE,047-179-02
047-179-03-17,BUKOLOTO WARD,047-179-03
047-179-03-18,KAYUNGA CENTRAL,047-179-03
047-179-03-19,NAMAGABI WARD,047-179-03
047-179-03-20,NTENJERU WARD,047-179-03
047-179-03-21,WEST/KIBIRA WARD,047-179-03
047-179-03-219,Page,047-179-03
047-179-04-22,KASANA WARD,047-179-04
047-179-04-23,LUSENKE WARD,047-179-04
047-179-04-24,NAMIREMBE WARD,047-179-04
047-179-04-25,NAMUKUMA WARD,047-179-04
047-179-04-220,Page,047-179-04
047-180-01-02,KAWOOMYA,047-180-01
047-180-01-04,KIKWANYA,047-180-01
047-180-01-06,SEETA-NYIIZE,047-180-01
047-180-02-07,BUKAMBA,047-180-02
047-180-02-221,Page,047-180-02
047-180-02-08,KATIKANYONYI,047-180-02
047-180-02-09,KIMANYA,047-180-02
047-180-02-10,KIRINDI,047-180-02
047-180-02-11,NATTETA,047-180-02
047-180-02-12,NAZIGO,047-180-02
047-180-02-222,Page,047-180-02
047-180-02-13,NSIIMA,047-180-02
047-180-03-01,KANGULUMIRA WARD,047-180-03
047-180-03-03,KIGAYAZA WARD,047-180-03
047-180-03-05,NAKATUNDU WARD,047-180-03
047-180-03-223,Page,047-180-03
047-180-04-14,KIMANYA WARD,047-180-04
047-180-04-15,NATTETA WARD,047-180-04
047-180-04-16,NAZIGO WARD,047-180-04
047-180-04-224,Page,047-180-04
069-109-01-14,BUKUUKU,069-109-01
069-109-01-15,BULYAKE,069-109-01
069-109-01-21,MPWEDDE,069-109-01
069-109-01-226,Page,069-109-01
069-109-01-22,NAKASEETA,069-109-01
069-109-01-23,SAKABUSOLO,069-109-01
069-109-02-01,KALAGALA,069-109-02
069-109-02-227,Page,069-109-02
069-109-02-02,KAPEEKA,069-109-02
069-109-02-03,KISIMULA,069-109-02
069-109-02-06,NALUVULE,069-109-02
069-109-02-228,Page,069-109-02
069-109-02-07,NAMUSAALE,069-109-02
069-109-04-16,BULWADDA,069-109-04
069-109-04-229,Page,069-109-04
069-109-04-17,KIGEGGE,069-109-04
069-109-04-18,KYAMUTAKASA,069-109-04
069-109-04-19,MIFUNYA,069-109-04
069-109-04-49,KASAGGA,069-109-04
069-109-04-230,Page,069-109-04
069-109-04-50,KASAMBYA,069-109-04
069-109-06-20,MIGINGYE,069-109-06
069-109-06-231,Page,069-109-06
069-109-06-32,KIKANDWA,069-109-06
069-109-06-33,KIKYUSA,069-109-06
069-109-06-34,KIREMA,069-109-06
069-109-06-232,Page,069-109-06
069-109-06-35,KISEGA,069-109-06
069-109-06-36,SEGALYE,069-109-06
069-109-10-04,KIVULE WARD,069-109-10
069-109-10-43,NAKASEKE CENTRAL,069-109-10
069-109-10-62,NAKASEKE EAST WARD,069-109-10
069-109-10-63,NAKASEKE NORTH,069-109-10
069-109-10-233,Page,069-109-10
069-109-10-64,NAMIRALI WARD,069-109-10
069-109-11-26,HEALTH CENTRE WARD,069-109-11
069-109-11-37,KATALE WARD,069-109-11
069-109-11-55,POSTA WARD,069-109-11
069-109-11-60,LULE WARD,069-109-11
069-109-11-61,TRANSFORMER WARD,069-109-11
069-109-11-234,Page,069-109-11
069-223-05-27,KATUUGO,069-223-05
069-223-05-28,KIGWERI,069-223-05
069-223-05-29,KITEYONGERA,069-223-05
069-223-05-30,KYALUSEBEKA,069-223-05
069-223-05-31,NGOMA,069-223-05
069-223-08-45,BUWANA,069-223-08
069-223-08-236,Page,069-223-08
069-223-08-46,KINYOGOGA,069-223-08
069-223-08-47,RUKONO,069-223-08
069-223-08-48,RWOMA,069-223-08
069-223-13-65,NGOMA CENTRAL,069-223-13
069-223-13-66,NGOMA EAST WARD,069-223-13
069-223-13-67,NGOMA NORTH WARD,069-223-13
069-223-13-68,NGOMA WEST WARD,069-223-13
069-223-13-237,Page,069-223-13
069-223-14-24,BIDDUKU,069-223-14
069-223-14-25,BULYAMUSENYU,069-223-14
069-223-14-70,KYENSHANDE,069-223-14
069-223-14-238,Page,069-223-14
069-315-03-08,KAPEKE,069-315-03
069-315-03-09,KAMULI MUSALE,069-315-03
069-315-03-11,KIBOSE,069-315-03
069-315-03-12,MAGOMA,069-315-03
069-315-03-239,Page,069-315-03
069-315-03-13,WAKAYAMBA,069-315-03
069-315-03-44,LUTEETE,069-315-03
069-315-07-38,KALAGALA,069-315-07
069-315-07-39,KIRINDA,069-315-07
069-315-07-240,Page,069-315-07
069-315-07-40,KISOGA,069-315-07
069-315-07-41,NAKONGE,069-315-07
069-315-07-42,MIJUMWA,069-315-07
069-315-09-51,BUKOBA WARD,069-315-09
069-315-09-241,Page,069-315-09
069-315-09-52,BUTALANGU WARD,069-315-09
069-315-09-53,BWETAGIRO WARD,069-315-09
069-315-09-54,KYANYA WARD,069-315-09
069-315-12-56,KIWOKO EAST WARD,069-315-12
069-315-12-57,KIWOKO SOUTH WARD,069-315-12
069-315-12-58,KIWOKO CENTRAL,069-315-12
069-315-12-242,Page,069-315-12
069-315-12-59,KIWOKO WEST WARD,069-315-12
069-315-15-04,KITO,069-315-15
069-315-15-05,KIVUMU,069-315-15
069-315-15-10,BUGAMBAKIMU,069-315-15
069-315-15-69,KASIISO,069-315-15
069-315-15-243,Page,069-315-15
069-315-15-244,Page,069-315-15
093-085-01-05,KIGOMA WARD,093-085-01
093-085-01-06,VVUMBA WARD,093-085-01
093-085-01-19,MASODDE WARD,093-085-01
093-085-01-33,KALAGI WARD,093-085-01
093-085-02-24,KIYUNI,093-085-02
093-085-02-25,KIRYAJOBYO,093-085-02
093-085-02-27,GAYAZA,093-085-02
093-085-02-246,Page,093-085-02
093-085-02-34,KASANJE,093-085-02
093-085-02-64,NKONDO,093-085-02
093-085-03-04,KALUKWAJJU WARD,093-085-03
093-085-03-11,NAKITEMBE WARD,093-085-03
093-085-03-20,WATTUBA WARD,093-085-03
093-085-03-70,KIYOMBYA WARD,093-085-03
093-085-03-247,Page,093-085-03
093-085-04-17,LUWAWU,093-085-04
093-085-04-21,KIGANDO,093-085-04
093-085-04-22,KIWAGUZI,093-085-04
093-085-04-72,BUMBIRI,093-085-04
093-085-04-73,KITEREDDE,093-085-04
093-085-04-248,Page,093-085-04
093-085-05-13,BULAGWE,093-085-05
093-085-05-28,NCUCWE,093-085-05
093-085-05-29,KISOMESA,093-085-05
093-085-05-42,NATYOLE,093-085-05
093-085-05-55,KIRYANNONGO,093-085-05
093-085-06-09,KITABONA,093-085-06
093-085-06-16,SIRIMULA,093-085-06
093-085-06-249,Page,093-085-06
093-085-06-48,KAYINDIYINDI,093-085-06
093-085-06-82,KABUYE,093-085-06
093-085-07-12,KISOLOZA,093-085-07
093-085-07-18,LWANSAMA,093-085-07
093-085-07-36,NABULEMBEKO,093-085-07
093-085-07-250,Page,093-085-07
093-085-07-43,KIDUUMI,093-085-07
093-085-07-71,KIKOLIMBO,093-085-07
093-085-07-78,KISOZI,093-085-07
093-085-08-01,LWANJALE WARD,093-085-08
093-085-08-02,NDIBATA WARD,093-085-08
093-085-08-03,NTWETWE UPPER,093-085-08
093-085-08-251,Page,093-085-08
093-085-08-14,KISOJO WARD,093-085-08
093-085-08-23,KIGOMA WARD,093-085-08
093-085-08-50,NTUUTI WARD,093-085-08
093-085-08-51,NTWETWE CENTRAL,093-085-08
093-085-09-26,LUWUUNA,093-085-09
093-085-09-30,KASEKKA,093-085-09
093-085-09-31,NAKIVUBO,093-085-09
093-085-09-252,Page,093-085-09
093-085-09-62,KIKUUBYA,093-085-09
093-085-09-63,KISALA,093-085-09
093-085-10-07,BAMBALA,093-085-10
093-085-10-08,DDEGEYA,093-085-10
093-085-10-37,KITWALA,093-085-10
093-085-10-49,MUWANGI,093-085-10
093-085-11-10,NKANDWA,093-085-11
093-085-11-253,Page,093-085-11
093-085-11-15,NTIBA,093-085-11
093-085-11-32,BUGOMOLWA,093-085-11
093-085-11-54,KABUWUKA,093-085-11
093-085-11-56,NAKALAMA,093-085-11
093-085-11-79,KASOOLO,093-085-11
093-085-11-254,Page,093-085-11
093-248-01-03,KIKOMA,093-248-01
093-248-01-04,MISAGO,093-248-01
093-248-01-08,NABITAKULI,093-248-01
093-248-01-11,KASIRIBYA,093-248-01
093-248-01-12,KYENDA,093-248-01
093-248-01-13,LWAMAGAALI,093-248-01
093-248-01-40,BULAMULA,093-248-01
093-248-01-255,Page,093-248-01
093-248-01-69,LWENDAGI,093-248-01
093-248-01-74,LWABALANGA,093-248-01
093-248-02-01,BYERIMA,093-248-02
093-248-02-02,KATOVU,093-248-02
093-248-02-10,KAMUKANGA,093-248-02
093-248-02-65,KIJUUBYA,093-248-02
093-248-02-256,Page,093-248-02
093-248-02-66,KITEREDDE,093-248-02
093-248-02-67,KIRYAMUSUNKU,093-248-02
093-248-02-68,BUGULUMA,093-248-02
093-248-03-17,NYABWEYO,093-248-03
093-248-03-39,LUBIRI,093-248-03
093-248-03-75,KASEJJERE,093-248-03
093-248-03-76,MPANGO,093-248-03
093-248-03-257,Page,093-248-03
093-248-04-05,KYANKWANZI WARD,093-248-04
093-248-04-06,LWEBISANJA WARD,093-248-04
093-248-04-09,BIROBOKA WARD,093-248-04
093-248-04-14,KIBABI WARD,093-248-04
093-248-04-15,RWENGAJU WARD,093-248-04
093-248-04-45,GALA WARD,093-248-04
093-248-04-84,NTEYERA WARD,093-248-04
093-248-05-23,KALAGI,093-248-05
093-248-05-24,KYAMUSAKAZI,093-248-05
093-248-05-258,Page,093-248-05
093-248-05-25,MBAALI,093-248-05
093-248-05-28,KIKONDA,093-248-05
093-248-05-31,KYAKABUGA,093-248-05
093-248-05-35,KATUUGO,093-248-05
093-248-05-81,KIYIGIKWA,093-248-05
093-248-05-259,Page,093-248-05
093-248-06-16,BWAABA,093-248-06
093-248-06-41,LWEMIGANDA,093-248-06
093-248-06-44,BANDA,093-248-06
093-248-06-77,KAMUTIIKA,093-248-06
093-248-07-21,KAMUCOPE,093-248-07
093-248-07-22,KAKINDU,093-248-07
093-248-07-29,KIGANDO,093-248-07
093-248-07-260,Page,093-248-07
093-248-07-60,KIGABWA,093-248-07
093-248-07-61,MBOGOBBIRI,093-248-07
093-248-09-07,LWEBISIRIZA WARD,093-248-09
093-248-09-18,LWENKONGE WARD,093-248-09
093-248-09-19,RWENGIRI WARD,093-248-09
093-248-09-20,KAMIRAMBAZZI WARD,093-248-09
093-248-09-261,Page,093-248-09
093-248-09-38,BUKWIRI WARD,093-248-09
093-248-09-52,BUTEMBA WARD,093-248-09
093-248-09-53,KATANABIRWA WARD,093-248-09
093-248-10-30,BANANYWA,093-248-10
093-248-10-47,KIRYANNONGO,093-248-10
093-248-10-57,KIRIMBI,093-248-10
093-248-10-262,Page,093-248-10
093-248-10-58,LWENGO,093-248-10
093-248-10-83,KISOODO,093-248-10
093-248-11-34,NTUNDA WARD,093-248-11
093-248-11-36,BAKUSEKAMAJJA WARD,093-248-11
093-248-11-37,BUKOMERO WARD,093-248-11
093-248-11-263,Page,093-248-11
093-248-11-43,KIGANGAZZI WARD,093-248-11
093-248-11-46,MUJUNZA WARD,093-248-11
093-248-11-48,NDAWERINGA WARD,093-248-11
093-248-11-49,WANDEGEYA WARD,093-248-11
093-248-11-59,KITEESA WARD,093-248-11
093-248-11-80,KAZO WARD,093-248-11
093-248-11-264,Page,093-248-11
100-117-01-02,BUGONZI,100-117-01
100-117-01-03,KITI,100-117-01
100-117-01-04,KYAMBALA,100-117-01
100-117-01-266,Page,100-117-01
100-117-01-06,LUSANGO,100-117-01
100-117-01-07,MABUYE,100-117-01
100-117-01-08,MUKOKO,100-117-01
100-117-01-267,Page,100-117-01
100-117-01-13,KASAALI,100-117-01
100-117-01-14,LUSASA/KALUNGI,100-117-01
100-117-02-09,BUGOMOLA,100-117-02
100-117-02-268,Page,100-117-02
